Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Active	51	361.172199247	60.34	43.59	25.57		43.17	43.59	25.57	true;true;true;true;true;true;false;false;false;false;true;true;true;true;true;true;true;false;false;false;false;true;false;false;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true	14	2	0	NA	false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false	0	1.15	0	2	false;false;false;false;false;false;false;false;false;false;true;true;true;true;true;true;true;false;false;false;false;true;false;false;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true	0	4	116;114;101;105;112;120;125;124;129;131;99;101;99;138;138;136;136;145;144;149;151;162;165;164;169;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;9;8;8;9;9;10;10;10;10;7;7;6;10;10;10;10;11;11;11;11;11;12;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0	98.51	6922	5;5;5;5;5;5;6;6;6;6;0;0;0;0;0;0;0;6;6;6;6;0;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0			188	NA		3	4.00;3.76;3.81;5.18;4.70;2.71;3.67;3.89;3.83;5.25;2.72;2.85;2.63;2.39;1.37;1.62;1.62;2.58;2.62;2.62;2.75;1.32;2.41;2.42;2.43;2.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00	2274	NA		1722	46	NA	NA					NA					
Active	32	324.060702762	25.55	17.73	50.22	-1	32.05	31.17	25.55	17.73	50.22	6	7	0	0	512.03	314.22	197.82	278.26	233.78	0	1.24	0	2	0	4	0	0	4	87.39	0	2	5591	377.91	377.91	112	140.74	140.74	14.89	3	2150	377.91	514.97	246.99	267.98	279.30	235.66	1408	38	21	2.53	1.92
Active	60	479.179124434	47.08	43.49	56.90	0	51.02	49.16	47.08	43.49	56.9	18	21	2	0	717.80	489.1	228.7	624.37	93.43	0	0.96	1	3	0	5	0.36	0	2	135.43	1	1	24299	665.99	665.99	228	78.43	78.43	26.72	7	6384	665.99	717.80	489.10	228.70	624.37	93.43	4225	52	6	3.79	3.79
Active	49	404.1058334	43.00	54.74	30.13	1	42.39	42.62	43	54.74	30.13	15	17	1	0	598.59	396.67	201.92	479.49	119.10	0	1.51	0	2	0	3	0.33	0	0	100.66	1	0	8077	559.94	559.94	180	50.61	50.61	21.67	5	2826	559.94	568.62	369.58	199.04	526.89	41.72	1948	41	4	5.24	2.06
Active	32	337.001340128	40.93	36.69	23.14	0	33.11	33.59	40.93	36.69	23.14	11	12	0	0	519.22	328.24	190.98	355.01	164.21	0	1.46	0	0	0	2	0	0	0	64.66	0	2	4939	376.3	376.30	100	70.23	70.23	14.72	4	1232	376.3	519.22	328.24	190.98	355.01	164.21	1158	22	23	2.96	2.96
Active	54	411.161662851	32.38	41.55	59.95	0	45.34	44.63	32.38	41.55	59.95	14	16	1	0	612.65	423.99	188.66	531.52	81.12	0	1.42	1	3	0	4	0.36	0	2	118.64	0	1	7995	602.87	602.87	206	81.06	81.06	23.87	6	2699	602.87	612.65	423.99	188.66	531.52	81.12	2101	52	4	4.82	4.84
Active	57	476.16599691	49.60	27.97	71.93	0	47.82	49.84	49.6	27.97	71.93	13	17	1	0	725.61	510.16	215.44	568.25	157.36	0	0.93	0	2	0	5	0.19	0	0	141.55	1	2	28333	630.4	630.40	208	91.23	91.23	25.81	5	7102	630.4	725.61	510.16	215.44	568.25	157.36	4668	54	9	3.50	3.55
Active	44	430.022973	35.81	39.64	48.35	0	40.50	41.27	35.81	39.64	48.35	13	14	0	0	645.22	454.9	190.32	581.31	63.91	0	1.57	0	1	0	2	0.38	0	0	80.40	0	1	7245	524.57	524.57	154	51.11	51.11	19.35	6	1946	524.57	645.22	454.90	190.32	581.31	63.91	1615	34	3	3.83	3.83
Active	29	318.004349	26.46	18.81	41.01	0	28.68	28.76	26.46	18.81	41.01	6	7	0	0	465.98	244.74	221.24	314.59	151.39	0	1.72	0	2	0	3	0	0	2	78.71	0	1	3261	362.34	362.34	98	89.75	89.75	13.41	2	1811	362.34	465.98	244.74	221.24	314.59	151.39	997	38	1	3.36	3.36
Active	59	446.195405333	47.74	32.22	56.23	0	48.33	45.4	47.74	32.22	56.23	12	14	0	0	556.74	399.29	157.45	482.03	74.71	0	1.46	0	2	0	4	0.24	0	2	139.61	0	2	12654	627.08	627.08	212	108.88	108.88	26.41	8	4402	627.08	556.74	399.29	157.45	482.03	74.71	3053	54	6	2.96	2.96
Active	31	309.012950186	21.81	28.50	38.65	0	28.44	29.66	21.81	28.50	38.65	10	12	1	0	476.15	287.67	188.48	315.41	160.74	0	1.29	1	1	0	3	0.31	0	0	63.85	0	2	3341	383.54	383.54	114	69.44	69.44	13.93	6	1011	383.54	476.15	287.67	188.48	315.41	160.74	905	26	1	4.28	4.28
Active	32	327.997804	27.60	22.57	38.86	0	29.39	29.68	27.6	22.57	38.86	7	8	0	0	490.44	285.89	204.55	418.53	71.91	0	1.42	0	1	0	2	0.31	0	0	51.98	0	1	2977	389.14	389.14	112	27.05	27.05	14.24	6	967	389.14	490.44	285.89	204.55	418.53	71.91	759	20	2	3.58	3.67
Active	56	437.173941613	44.18	32.54	67.09	0	48.54	47.94	44.18	32.54	67.09	13	16	2	0	574.65	447.63	127.02	508.25	66.40	1	1.02	1	3	1	6	0.26	0	4	142.01	1	2	14838	561.01	561.01	218	70.05	70.05	25.18	3	5662	561.01	574.65	447.63	127.02	508.25	66.4	3227	62	6	3.30	3.30
Active	43	343.132076799	28.16	35.96	46.70	0	39.23	36.94	28.16	35.96	46.7	5	7	0	0	559.94	367.58	192.36	479.06	80.88	0	1.07	0	3	0	4	0.05	0	2	95.12	0	1	8285	467.95	467.95	148	67.15	67.15	19.84	4	2982	467.95	559.94	367.58	192.36	479.06	80.88	1866	39	3	3.90	3.90
Active	39	447.9799814	34.81	30.42	55.77	0	40.63	40.33	34.81	30.42	55.77	7	10	0	0	504.63	298.8	205.83	394.49	110.14	0	1.21	0	1	0	4	0.06	0	0	112.12	0	3	11094	478.4	478.40	132	97.89	97.89	18.08	6	3359	478.4	504.63	298.80	205.83	394.49	110.14	2440	45	1	4.67	4.67
Active	43	334.12050906	33.57	24.52	49.86	0	36.38	35.98	33.57	24.52	49.86	13	15	1	0	533.62	372.83	160.8	435.54	98.08	0	1.62	1	3	0	3	0.19	0	0	95.38	0	0	4642	471.64	471.64	152	60.44	60.44	19.23	5	2384	471.64	533.62	372.83	160.80	435.54	98.08	1372	45	1	4.44	4.44
Active	32	297.05719778	24.14	20.86	45.44	-1	30.60	30.15	24.14	20.86	45.44	6	7	0	0	506.05	330.38	175.67	413.16	92.89	0	1.22	0	1	0	3	0	0	2	68.78	0	2	4003	365.35	365.35	106	68.29	68.29	14.81	3	1412	365.35	513.29	321.95	191.34	411.85	101.44	1041	29	7	1.75	1.32
Active	40	346.095356939	28.63	31.74	47.65	0	36.68	36	28.63	31.74	47.65	11	13	1	0	554.98	380.07	174.91	428.25	126.73	1	1.18	0	2	1	4	0.15	0	2	98.56	1	1	6688	442.51	442.51	142	85.35	85.35	18.28	4	2707	442.51	554.98	380.07	174.91	428.25	126.73	1692	44	5	3.13	3.13
Active	43	390.107652955	24.09	37.82	51.83	-2	37.68	37.91	24.09	37.82	51.83	8	10	0	0	595.05	322.51	272.54	412.42	182.63	0	1.19	0	2	0	4	0	0	2	111.92	0	2	11381	467.47	467.47	144	137.74	137.74	19.99	4	3563	467.47	604.27	281.73	322.54	414.61	189.66	2468	47	36	0.06	-0.35
Active	43	393.078327149	38.73	21.78	62.03	0	39.91	40.85	38.73	21.78	62.03	8	10	0	0	597.94	405.02	192.92	454.97	142.97	0	1.19	0	1	0	4	0.05	0	2	105.81	0	3	10710	468.53	468.53	148	100.44	100.44	19.75	4	3134	468.53	597.94	405.02	192.92	454.97	142.97	2297	44	7	1.74	1.87
Active	33	360.008389	33.20	20.76	49.56	0	34.59	34.51	33.2	20.76	49.56	7	9	0	0	549.52	321.35	228.17	402.18	147.34	0	1.38	0	1	0	3	0	0	0	84.73	0	2	5765	413.88	413.88	108	98.02	98.02	15.29	4	2032	413.88	549.52	321.35	228.17	402.18	147.34	1443	35	3	4.15	4.15
Active	39	306.103813622	40.31	36.53	20.47	0	30.66	32.44	40.31	36.53	20.47	11	12	0	0	551.18	418.19	132.99	464.58	86.60	0	1.83	0	0	0	2	0.4	0	0	70.13	0	2	3197	451.41	451.41	136	64.69	64.69	17.21	5	1021	451.41	551.18	418.19	132.99	464.58	86.6	946	29	2	4.15	4.15
Active	40	404.04016799	47.96	43.88	28.85	-1	43.79	40.23	47.96	43.88	28.85	5	9	1	0	584.62	323.94	260.69	461.19	123.44	0	1.24	0	3	0	5	0	0	0	112.92	1	1	7236	465.03	465.03	138	83.73	83.73	18.83	3	3602	465.03	581.64	297.10	284.54	443.03	138.6	1925	47	2	1.71	1.19
Active	43	349.09839389	45.58	32.95	28.15	-1	35.36	35.56	45.58	32.95	28.15	12	13	0	0	625.48	435.01	190.47	475.41	150.07	0	2.02	0	2	0	2	0.24	0	0	87.10	0	0	4474	500.1	500.10	148	95.53	95.53	19.07	5	1835	500.1	622.67	410.62	212.05	465.93	156.74	1292	39	4	0.36	-0.18
Active	41	398.050732675	39.69	25.93	57.81	0	40.61	41.14	39.69	25.93	57.81	8	10	0	0	631.63	467.63	164	511.66	119.98	0	1.18	0	1	0	4	0.11	0	2	98.31	0	3	10524	483.26	483.26	142	97.12	97.12	18.80	5	2875	483.26	631.63	467.63	164.00	511.66	119.98	2183	36	4	2.51	2.51
Active	34	353.0059467	32.23	23.45	49.44	-1	33.95	35.04	32.23	23.45	49.44	8	9	0	0	588.61	361.24	227.38	465.81	122.80	0	1.47	0	1	0	3	0.21	0	2	74.34	0	2	4527	417.24	417.24	118	61.31	61.31	15.40	5	1473	417.24	595.54	349.32	246.22	462.45	133.09	1159	31	2	2.99	2.14
Active	49	459.076803	35.35	36.66	58.91	-1	44.27	43.64	35.35	36.66	58.91	13	15	0	0	608.58	366.61	241.97	445.36	163.22	0	1.52	0	2	0	3	0.1	0	0	121.17	0	1	12997	586.34	586.34	166	118.56	118.56	22.18	7	3706	586.34	626.83	355.88	270.95	459.06	167.77	2878	46	6	0.40	0.30
Active	35	365.0059467	26.73	36.94	44.71	0	36.31	36.13	26.73	36.94	44.71	12	13	0	0	539.53	326.5	213.03	398.06	141.47	0	1.57	0	1	0	2	0	0	0	74.21	0	1	6630	410.63	410.63	110	70.23	70.23	16.05	4	1714	410.63	539.53	326.50	213.03	398.06	141.47	1477	28	23	3.65	3.66
Active	43	379.083806453	28.14	34.92	49.76	-1	36.26	37.6	28.14	34.92	49.76	15	16	0	0	668.68	492.46	176.22	486.76	181.92	0	1.79	0	1	0	2	0.19	0	0	92.08	0	1	8339	496.52	496.52	140	108.26	108.26	19.29	6	2356	496.52	678.27	459.20	219.08	485.37	192.91	1890	38	5	0.76	0.28
Active	29	277.023120946	27.52	39.05	18.09	-1	30.08	28.22	27.52	39.05	18.09	12	13	1	0	392.61	227.98	164.62	313.32	79.28	0	1.78	0	1	0	2	0.08	0	0	55.72	1	0	1958	309.99	309.99	94	46.53	46.53	13.28	3	861	309.99	389.59	202.36	187.24	237.71	151.88	624	25	4	2.62	2.59
Active	45	395.093977213	42.01	56.74	23.91	-1	41.82	40.89	42.01	56.74	23.91	10	11	0	0	623.02	436.5	186.52	486.02	137.01	0	1.3	0	2	0	4	0.15	0	4	108.64	0	2	9092	510.27	510.27	158	96.28	96.28	20.48	5	2894	510.27	624.28	388.55	235.73	490.14	134.14	2132	46	5	0.28	0.08
Active	33	219.148395567	27.18	29.54	18.25	0	23.56	24.99	27.18	29.54	18.25	10	10	0	0	489.53	331.09	158.43	406.32	83.21	0	2.47	0	0	0	1	0.55	0	0	45.38	0	1	1331	359.65	359.65	112	62.73	62.73	14.46	4	639	359.65	489.53	331.09	158.43	406.32	83.21	458	19	3	2.54	2.56
Active	63	467.2088029	46.95	44.61	60.54	0	51.42	50.7	46.95	44.61	60.54	17	19	1	0	728.89	555.3	173.59	648.32	80.57	0	1.15	0	2	0	4	0.4	0	2	131.35	1	1	20850	692.42	692.42	234	84.58	84.58	27.77	6	5954	692.42	728.89	555.30	173.59	648.32	80.57	3796	54	5	4.59	4.60
Active	29	283.041547716	27.56	44.66	14.20	0	29.77	28.81	27.56	44.66	14.2	5	6	0	0	478.28	295.82	182.46	356.73	121.55	0	1.29	0	1	0	3	0	0	2	64.35	0	2	3411	340.4	340.40	96	68.92	68.92	13.47	3	1348	340.4	478.28	295.82	182.46	356.73	121.55	908	27	3	3.40	3.40
Active	51	463.066218	34.58	41.10	59.02	0	44.35	44.9	34.58	41.10	59.02	16	18	1	0	640.03	374.74	265.28	579.64	60.39	0	1.22	0	2	0	3	0.33	0	0	100.14	1	0	13353	578.82	578.82	186	61.44	61.44	22.60	6	3671	578.82	640.03	374.74	265.28	579.64	60.39	2554	39	4	3.62	3.69
Active	52	406.152871816	47.36	45.99	31.67	0	43.94	41.67	47.36	45.99	31.67	14	16	1	0	600.65	431.42	169.23	497.1	103.56	1	1.24	0	3	1	4	0.22	0	2	120.03	1	0	11197	570.08	570.08	186	88.1	88.10	23.43	5	3864	570.08	600.65	431.42	169.23	497.10	103.56	2550	51	3	2.48	2.49
Active	40	340.110630333	48.50	37.30	21.08	-1	35.23	35.63	48.5	37.30	21.08	6	7	0	0	515.20	324.98	190.22	406.78	108.42	0	1.38	0	1	0	4	0.25	0	4	90.97	0	3	4482	420.18	420.18	146	93.17	93.17	18.11	2	1994	420.18	513.03	304.87	208.16	389.08	123.95	1270	42	12	2.43	1.57
Active	22	275.955100957	31.38	31.85	12.90	0	27.73	25.37	31.38	31.85	12.9	2	2	0	0	373.14	140.75	232.39	262.81	110.33	0	1.59	0	2	0	4	0	0	4	62.06	0	2	1299	280.45	280.45	80	52.6	52.60	10.40	0	977	280.45	373.14	140.75	232.39	262.81	110.33	511	31	1	3.37	3.37
Active	26	314.9523697	39.73	29.05	17.01	-1	27.84	28.6	39.73	29.05	17.01	8	9	0	0	451.56	233.24	218.31	328.74	122.82	0	1.71	0	1	0	2	0	0	0	60.47	0	1	2280	333.95	333.95	82	69.23	69.23	12.04	3	961	333.95	448.37	208.44	239.94	320.07	128.3	717	26	3	1.47	1.13
Active	15	252.892268	30.58	21.83	12.09	-1	22.16	21.5	30.58	21.83	12.09	4	4	0	0	324.11	134.98	189.12	240.34	83.76	0	1.8	0	1	0	2	0	0	2	36.40	0	1	484	220.43	220.43	50	18.46	18.46	6.95	0	359	220.43	327.88	73.61	254.28	194.22	133.67	219	20	4	2.73	2.73
Active	43	321.147726864	48.91	35.25	22.18	0	36.45	35.45	48.91	35.25	22.18	12	15	2	0	539.42	355.48	183.95	476.4	63.03	1	1.19	1	3	1	4	0.26	0	0	85.63	1	0	5761	456.34	456.34	160	62.72	62.72	19.33	3	2015	456.34	539.42	355.48	183.95	476.40	63.03	1441	35	3	2.84	2.84
Active	30	352.981132	20.77	23.01	44.56	0	28.69	29.45	20.77	23.01	44.56	9	10	0	0	503.53	253.92	249.61	345.33	158.20	0	1.61	0	2	0	2	0	0	0	67.42	0	0	4252	372.95	372.95	96	84.27	84.27	13.75	3	1556	372.95	503.53	253.92	249.61	345.33	158.2	1070	29	3	3.97	3.97
Active	41	392.03717	25.21	38.71	41.32	0	35.71	35.08	25.21	38.71	41.32	12	13	0	0	542.73	358.35	184.38	398.95	143.79	0	1.63	0	2	0	2	0.24	0	0	81.37	0	0	6970	489.96	489.96	140	72.68	72.68	18.23	6	2211	489.96	542.73	358.35	184.38	398.95	143.79	1576	36	1	3.90	3.90
Active	33	306.075290198	46.34	28.41	18.37	0	32.19	31.04	46.34	28.41	18.37	4	5	0	0	483.98	251.89	232.09	304.76	179.22	0	1.36	0	2	0	4	0	0	4	83.63	0	2	4190	364.63	364.63	114	104.9	104.90	15.43	2	2078	364.63	483.98	251.89	232.09	304.76	179.22	1177	38	4	3.06	3.07
Active	38	317.1043379	22.94	30.71	44.59	0	31.98	32.75	22.94	30.71	44.59	10	12	1	0	519.15	311.78	207.37	465.69	53.47	0	1.4	0	1	0	3	0.27	0	0	73.38	1	1	4851	429.37	429.37	136	61.36	61.36	17.06	2	1921	429.37	519.15	311.78	207.37	465.69	53.47	1198	31	4	1.83	1.83
Active	30	325.0020966	22.79	25.60	42.63	0	29.83	30.34	22.79	25.60	42.63	9	10	0	0	510.49	288.91	221.58	364.3	146.19	0	1.61	0	2	0	2	0	0	0	67.33	0	0	4239	378.28	378.28	96	84.27	84.27	13.75	3	1556	378.28	510.49	288.91	221.58	364.30	146.19	1070	28	3	4.27	4.27
Active	43	375.0920591	25.48	38.50	54.72	0	38.59	39.57	25.48	38.50	54.72	9	11	0	0	633.96	447.87	186.09	557.94	76.02	0	1.33	0	0	0	3	0.29	0	0	89.56	0	3	6856	501.79	501.79	152	72.7	72.70	19.21	5	2071	501.79	633.96	447.87	186.09	557.94	76.02	1638	36	5	3.73	3.73
Active	40	349.099731297	43.64	36.40	28.42	0	36.46	36.15	43.64	36.40	28.42	9	12	1	0	529.25	377.49	151.76	435.17	94.08	1	1.22	0	0	1	4	0.28	0	0	92.62	1	3	5909	452.15	452.15	148	84.46	84.46	18.11	4	2144	452.15	529.25	377.49	151.76	435.17	94.08	1528	39	13	2.13	2.13
Active	38	325.077264521	35.30	35.78	27.44	0	33.18	32.84	35.3	35.78	27.44	12	14	1	0	493.01	345.56	147.45	413.37	79.64	2	1.53	0	1	2	3	0.28	0	0	81.48	1	1	4352	430.69	430.69	138	67.16	67.16	17.03	4	1787	430.69	493.01	345.56	147.45	413.37	79.64	1205	36	6	3.83	4.01
Active	35	349.034354334	42.33	37.20	26.53	0	37.22	35.35	42.33	37.20	26.53	4	6	0	0	514.59	317.73	196.86	443.24	71.36	0	1.33	0	2	0	4	0	0	2	87.86	0	2	4448	406.07	406.07	118	55.74	55.74	16.38	4	1771	406.07	514.59	317.73	196.86	443.24	71.36	1294	34	2	4.90	4.90
Active	34	467.889123	32.38	25.45	59.17	-1	37.63	39	32.38	25.45	59.17	8	10	0	0	574.12	309.61	264.51	450.03	124.09	0	1.28	0	1	0	3	0	0	0	82.59	0	2	6739	427.86	427.86	112	84.08	84.08	15.72	4	1939	427.86	582.99	304.44	278.54	470.13	112.86	1552	33	16	3.54	3.02
Active	39	313.111421542	36.20	38.84	19.41	-1	31.77	31.48	36.2	38.84	19.41	11	12	0	0	552.84	369.52	183.32	399.79	153.05	0	1.72	0	2	0	2	0.17	0	0	77.04	0	0	5637	433.56	433.56	132	63.24	63.24	17.42	5	1846	433.56	542.99	333.59	209.40	407.39	135.59	1362	33	11	2.75	1.13
Active	44	379.110295981	39.34	53.42	25.15	-1	39.07	39.3	39.34	53.42	25.15	7	9	0	0	590.38	374.39	215.99	481.95	108.43	1	1.27	0	2	1	4	0.16	0	2	100.24	0	2	9010	495.42	495.42	154	78.61	78.61	20.09	6	2819	495.42	595.01	367.21	227.81	497.91	97.1	2039	39	3	3.91	3.07
Active	38	359.060759	38.72	42.97	27.22	-1	36.60	36.3	38.72	42.97	27.22	9	10	0	0	553.00	317.14	235.85	460.65	92.35	0	1.29	0	1	0	3	0.06	0	2	83.05	0	2	6612	436.98	436.98	128	67.66	67.66	17.35	3	2024	436.98	558.84	291.13	267.70	459.46	99.37	1537	35	5	2.73	2.06
Active	37	365.0221633	22.10	37.84	43.89	-1	34.76	34.61	22.1	37.84	43.89	12	13	0	0	565.71	332.24	233.47	431.42	134.29	0	1.65	0	2	0	2	0.12	0	0	81.53	0	0	6735	442.53	442.53	122	72.47	72.47	16.68	6	2109	442.53	556.20	278.87	277.33	351.08	205.12	1554	35	11	2.39	1.01
Active	32	336.018081	30.67	25.30	38.81	0	31.45	31.59	30.67	25.30	38.81	5	7	0	0	493.91	269.96	223.94	403.69	90.21	0	1.5	0	1	0	3	0.14	0	0	75.44	0	2	4211	380.02	380.02	110	71.59	71.59	14.60	3	1670	380.02	493.91	269.96	223.94	403.69	90.21	1122	34	1	3.72	3.72
Active	43	363.115381361	60.43	36.63	23.13	0	38.55	40.06	60.43	36.63	23.13	6	8	0	0	618.17	385.89	232.27	517.31	100.86	0	1.04	0	1	0	4	0.16	0	2	94.40	0	3	8805	486.22	486.22	152	72.18	72.18	19.59	4	2703	486.22	618.17	385.89	232.27	517.31	100.86	1919	38	4	3.91	3.97
Active	28	289.0173527	40.21	27.64	18.93	0	29.20	28.92	40.21	27.64	18.93	7	9	1	0	435.01	275.13	159.88	369.62	65.39	0	1.5	0	2	0	3	0	0	0	62.08	1	0	2277	328.06	328.06	94	48.24	48.24	13.04	1	1132	328.06	435.01	275.13	159.88	369.62	65.39	709	29	9	3.78	3.78
Active	55	416.196074037	37.40	42.52	58.10	0	46.16	46.01	37.4	42.52	58.1	11	13	0	0	725.18	535.33	189.85	649.63	75.55	0	1.05	0	2	0	4	0.22	0	2	120.30	0	2	16506	607.06	607.06	196	93.84	93.84	24.67	6	4251	607.06	725.18	535.33	189.85	649.63	75.55	3170	48	8	2.62	2.66
Active	30	323.034017553	16.63	28.34	40.54	0	28.50	28.5	16.63	28.34	40.54	7	8	0	0	498.30	250.13	248.18	280.04	218.26	0	1.54	0	2	0	3	0.07	0	2	76.09	0	1	3985	364.13	364.13	102	54.88	54.88	13.78	3	1632	364.13	498.30	250.13	248.18	280.04	218.26	1095	33	2	3.76	3.77
Active	25	353.8842614	30.16	24.75	37.94	-1	31.55	30.95	30.16	24.75	37.94	7	8	0	0	446.12	218.81	227.31	301.14	144.98	0	1.78	0	2	0	2	0	0	0	61.70	0	0	2096	349.39	349.39	78	43.29	43.29	11.67	2	1088	349.39	462.67	167.84	294.83	272.47	190.2	688	30	3	4.15	4.06
Active	40	340.088163557	42.79	35.26	28.74	0	35.08	35.6	42.79	35.26	28.74	8	11	1	0	568.54	391.67	176.86	483.15	85.38	0	1.16	1	2	0	4	0.28	0	0	84.88	0	2	5991	460.51	460.51	148	65.22	65.22	18.11	6	1901	460.51	568.54	391.67	176.86	483.15	85.38	1468	34	1	4.59	4.59
Active	30	243.083018605	35.38	26.83	17.11	0	28.55	26.44	35.38	26.83	17.11	7	8	1	0	453.65	307.76	145.89	416.07	37.58	1	1.32	0	1	1	3	0.23	0	2	52.62	1	1	1528	328.77	328.77	108	37.28	37.28	13.56	1	873	328.77	453.65	307.76	145.89	416.07	37.58	517	23	6	2.86	2.86
Active	44	406.101208464	40.33	54.10	27.44	0	40.17	40.63	40.33	54.10	27.44	6	8	0	0	632.55	409.9	222.65	519.08	113.47	0	1.05	0	1	0	5	0.1	0	4	113.54	0	4	11096	504.49	504.49	158	77.11	77.11	20.24	4	3501	504.49	632.55	409.90	222.65	519.08	113.47	2432	45	5	3.29	3.29
Active	35	291.112010059	26.41	21.15	43.79	0	31.18	30.45	26.41	21.15	43.79	5	8	1	0	472.17	309.69	162.49	386.21	85.97	1	1.34	0	2	1	4	0.06	0	0	77.20	1	1	3952	379.83	379.83	124	71.84	71.84	16.17	2	1884	379.83	472.17	309.69	162.49	386.21	85.97	1085	34	3	2.55	2.55
Active	44	357.114712658	34.51	26.60	53.27	0	36.73	38.13	34.51	26.60	53.27	16	18	2	0	553.37	396.69	156.69	452.31	101.06	0	1.19	0	1	0	4	0.44	0	2	92.60	2	1	6328	487.78	487.78	172	70.58	70.58	19.42	2	2366	487.78	553.37	396.69	156.69	452.31	101.06	1568	40	1	2.15	2.15
Active	40	309.114712658	33.73	38.65	25.70	0	32.53	32.69	33.73	38.65	25.7	15	15	0	0	573.76	407.11	166.65	423.7	150.06	0	2.24	0	1	0	1	0.36	0	0	65.26	0	0	4191	449.36	449.36	134	79.46	79.46	17.57	6	1288	449.36	573.76	407.11	166.65	423.70	150.06	1076	26	18	1.94	1.95
Active	33	263.094628663	28.38	33.78	21.70	0	29.48	27.95	28.38	33.78	21.7	8	10	1	0	457.31	289.81	167.51	353.72	103.59	0	1.35	0	2	0	3	0.06	0	0	65.33	1	0	3076	357.69	357.69	114	37.38	37.38	15.08	3	1256	357.69	457.31	289.81	167.51	353.72	103.59	868	30	1	3.15	3.15
Active	47	469.0265972	46.59	41.34	39.72	-1	43.78	42.55	46.59	41.34	39.72	19	22	2	0	576.87	370.89	205.98	439.64	137.24	3	1.33	0	1	3	4	0.37	2	0	123.44	2	1	9877	551.68	551.68	176	115.57	115.57	21.07	3	3243	551.68	571.58	348.34	223.24	443.94	127.64	2402	53	3	-0.16	-0.62
Active	29	268.053572313	23.79	18.38	34.72	0	26.31	25.63	23.79	18.38	34.72	8	11	2	0	421.48	286.94	134.53	325.87	95.61	1	1.33	1	3	1	4	0.12	0	0	70.03	1	0	2272	333.06	333.06	110	46.67	46.67	13.34	1	1131	333.06	421.48	286.94	134.53	325.87	95.61	749	36	1	2.96	2.96
Active	48	382.172893809	27.22	36.03	47.00	0	35.04	36.75	27.22	36.03	47	15	17	1	0	589.25	424.77	164.48	433.16	156.09	1	1.47	0	1	1	3	0.47	0	0	100.09	1	1	8483	529.94	529.94	176	89.19	89.19	21.16	6	3052	529.94	589.25	424.77	164.48	433.16	156.09	1992	40	10	3.19	3.23
Active	48	409.109627278	50.92	47.05	30.78	0	41.23	42.91	50.92	47.05	30.78	12	15	1	0	684.76	497.53	187.23	529.44	155.32	0	1.14	0	2	0	4	0.19	0	0	109.66	1	1	12527	543.53	543.53	170	89.55	89.55	21.66	5	3589	543.53	684.76	497.53	187.23	529.44	155.32	2582	41	4	3.62	3.62
Active	58	460.174669889	50.63	56.01	36.02	0	47.06	47.56	50.63	56.01	36.02	14	17	1	0	712.03	472.32	239.7	613.52	98.51	0	1.16	0	2	0	5	0.28	0	2	143.83	1	2	16793	643.18	643.18	216	93.97	93.97	25.97	7	5298	643.18	712.03	472.32	239.70	613.52	98.51	3575	56	1	2.47	2.47
Active	30	302.018369918	30.18	18.85	43.40	0	31.44	30.81	30.18	18.85	43.4	4	6	0	0	477.40	314.64	162.76	362.08	115.32	0	1.4	0	1	0	3	0	0	0	66.16	0	2	2870	354.45	354.45	98	76.21	76.21	14.01	3	1205	354.45	477.40	314.64	162.76	362.08	115.32	839	28	5	3.59	3.66
Active	31	295.059305782	25.75	20.07	39.46	0	29.44	28.43	25.75	20.07	39.46	11	12	0	0	477.17	299.05	178.11	281.96	195.20	0	1.7	0	1	0	2	0.07	0	0	73.69	0	1	4300	367.3	367.30	98	113.09	113.09	14.26	4	1546	367.3	477.17	299.05	178.11	281.96	195.2	1137	32	1	2.58	2.58
